model_a,model_b,both_correct,a_only,b_only,both_wrong,disagreements,p_value_exact
qwen_1_5b,llama_8b,1,0,0,2,0,1.0
qwen_1_5b,gpt_oss_20b,1,0,0,2,0,1.0
llama_8b,gpt_oss_20b,1,0,0,2,0,1.0
